file_id,2_instruct-pix2pix-adaptive|ssim_unedit_part,2_instruct-pix2pix-adaptive|lpips_unedit_part,2_instruct-pix2pix-adaptive|clip_similarity_target_image
000000000000,0.8638555407524109,0.08991248905658722,21.81607437133789
000000000001,0.8723780512809753,0.05252372473478317,22.48152732849121
000000000002,0.9593892097473145,0.01625518500804901,27.446847915649414
000000000003,0.8711928129196167,0.028029877692461014,19.925344467163086
000000000004,0.9513093829154968,0.01911342702805996,24.079315185546875
000000000005,0.7338814735412598,0.49987709522247314,21.42566680908203
000000000006,0.9557468891143799,0.019781144335865974,33.10051727294922
000000000007,0.7049793004989624,0.06980466097593307,26.349803924560547
000000000008,0.7125983238220215,0.2821286916732788,22.595191955566406
000000000009,0.9815620183944702,0.02753758803009987,23.428043365478516
000000000010,0.7843906879425049,0.14252696931362152,30.040189743041992
000000000011,0.93408203125,0.07897680997848511,25.859838485717773
000000000012,0.9647397994995117,0.013965774327516556,26.959463119506836
000000000013,0.8806923627853394,0.07863511145114899,21.084278106689453
000000000014,0.9618310928344727,0.032683856785297394,18.500019073486328
000000000015,0.9456450343132019,0.03216160833835602,21.27068519592285
000000000016,0.9045056104660034,0.05120135098695755,23.089187622070312
000000000017,nan,nan,18.89604377746582
000000000018,0.6665207147598267,0.5531918406486511,17.311105728149414
000000000019,0.788352370262146,0.047177623957395554,20.2542781829834
000000000020,0.8505969047546387,0.12021374702453613,29.245197296142578
000000000021,0.9462679624557495,0.02663370594382286,27.28443717956543
000000000022,0.6268032193183899,0.2445850670337677,21.476436614990234
000000000023,0.6715721487998962,0.05991468206048012,27.491867065429688
000000000024,0.5517098903656006,0.2202037125825882,28.06938934326172
000000000025,0.8839513659477234,0.06617500633001328,23.055721282958984
000000000026,0.5481008887290955,0.33339449763298035,27.18915367126465
000000000027,0.6568248271942139,0.0656973198056221,18.69019317626953
000000000028,nan,nan,28.763072967529297
000000000029,0.8231034278869629,0.11130329966545105,25.735654830932617
000000000030,0.5999831557273865,0.22589346766471863,22.247652053833008
000000000031,0.5423566699028015,0.37991097569465637,27.39502716064453
000000000032,0.8052653670310974,0.20962409675121307,22.731590270996094
000000000033,0.950593113899231,0.021442633122205734,27.618741989135742
000000000034,nan,nan,34.58340835571289
000000000035,nan,nan,17.366392135620117
000000000036,0.7789806127548218,0.267435222864151,15.418540000915527
000000000037,0.6421535611152649,0.1428045779466629,23.31369972229004
000000000038,0.846251368522644,0.044770289212465286,27.994400024414062
000000000039,0.8044947981834412,0.033403389155864716,23.348600387573242
000000000040,0.9044686555862427,0.028453296050429344,26.67647361755371
000000000041,0.9377202987670898,0.016639206558465958,23.578920364379883
000000000042,0.6358219385147095,0.1853078007698059,23.417142868041992
000000000043,0.8491396903991699,0.049985121935606,21.585580825805664
000000000044,0.9221951365470886,0.017833499237895012,25.66816520690918
000000000045,0.60039883852005,0.3554401397705078,25.7099666595459
000000000046,nan,nan,22.717126846313477
000000000047,0.8821591138839722,0.02115456759929657,20.287185668945312
000000000048,0.9740344882011414,0.014656620100140572,25.34225082397461
000000000049,0.8819793462753296,0.038578763604164124,23.35146713256836
000000000050,0.6499254107475281,0.46008631587028503,28.376304626464844
000000000051,0.8695774078369141,0.057629719376564026,25.416093826293945
000000000052,0.2516142725944519,0.16238504648208618,21.853477478027344
000000000053,0.7371648550033569,0.04321354627609253,21.558162689208984
000000000054,0.6364582180976868,0.3468649983406067,14.968633651733398
000000000055,nan,nan,30.416954040527344
000000000056,0.34471210837364197,0.4860089421272278,13.501346588134766
000000000057,nan,nan,22.19449806213379
000000000058,0.2569445073604584,0.6529099345207214,24.060243606567383
000000000059,0.7923392057418823,0.17682942748069763,23.885498046875
000000000060,0.944506824016571,0.016662854701280594,24.337726593017578
000000000061,nan,nan,24.966394424438477
000000000062,0.90087890625,0.042672619223594666,27.927135467529297
000000000063,0.9710308909416199,0.02200113609433174,22.70758056640625
000000000064,0.6543660163879395,0.050697676837444305,23.78230094909668
000000000065,0.8587741851806641,0.06238054111599922,24.06759262084961
000000000066,nan,nan,27.0974063873291
000000000067,0.89398193359375,0.04664092883467674,23.642398834228516
000000000068,0.9002911448478699,0.041717395186424255,28.825193405151367
000000000069,0.9885109663009644,0.006937071681022644,15.906249046325684
000000000070,nan,nan,26.710220336914062
000000000071,0.9746362566947937,0.06011788547039032,24.025615692138672
000000000072,0.9886348247528076,0.02567286044359207,20.05222511291504
000000000073,0.9688097834587097,0.017374373972415924,23.307899475097656
000000000074,0.8336143493652344,0.09771626442670822,18.379051208496094
000000000075,0.9796872138977051,0.007181295659393072,15.894171714782715
000000000076,0.44890865683555603,0.6724758148193359,15.010246276855469
000000000077,0.5658621788024902,0.14235153794288635,31.165712356567383
000000000078,0.7676776647567749,0.2234155535697937,12.19271469116211
000000000079,nan,nan,20.500179290771484
000000000080,0.8970867395401001,0.09658551216125488,27.471906661987305
000000000081,0.7160748839378357,0.0834244042634964,23.341754913330078
000000000082,0.7239899635314941,0.19826321303844452,27.865182876586914
000000000083,0.8176368474960327,0.47387999296188354,33.59044647216797
000000000084,0.9226392507553101,0.06852081418037415,24.45147132873535
000000000085,0.9734207987785339,0.02743016742169857,22.421480178833008
000000000086,0.9195232391357422,0.3071659207344055,22.86549186706543
000000000087,0.919113039970398,0.03554144874215126,24.687646865844727
000000000088,0.280537486076355,0.41376781463623047,25.99238395690918
000000000089,0.9216928482055664,0.2062854766845703,25.52022933959961
000000000090,0.9993988871574402,0.0018745064735412598,20.278606414794922
000000000091,0.30489712953567505,0.48695340752601624,20.556617736816406
000000000092,0.5299217700958252,0.3907662332057953,18.2335205078125
000000000093,0.9183696508407593,0.1416711062192917,22.0815372467041
000000000094,0.7189661860466003,0.24243226647377014,29.006744384765625
000000000095,0.7120203971862793,0.11579851806163788,27.941911697387695
000000000096,nan,nan,20.810035705566406
000000000097,0.7980033755302429,0.07061415910720825,24.449142456054688
000000000098,0.9674016833305359,0.019848575815558434,25.31539535522461
000000000099,0.6434558629989624,0.1245850920677185,16.295774459838867
000000000100,0.9703811407089233,0.018276676535606384,29.49114227294922
000000000101,0.9123177528381348,0.1272973120212555,22.87835121154785
000000000102,0.9196739196777344,0.061831068247556686,27.287500381469727
000000000103,nan,nan,22.501018524169922
000000000104,0.8033972978591919,0.13218003511428833,29.160892486572266
000000000105,0.5176817774772644,0.12466686218976974,28.8577938079834
000000000106,0.7809938192367554,0.1613747477531433,28.318056106567383
000000000107,0.7747689485549927,0.05977144464850426,21.80691146850586
000000000108,nan,nan,15.530962944030762
000000000109,0.26768961548805237,0.6342757344245911,17.779481887817383
000000000110,0.9426957964897156,0.018853910267353058,17.15509605407715
000000000111,0.9901403188705444,0.005928960163146257,18.99622344970703
000000000112,0.6749746203422546,0.07126200944185257,28.378707885742188
000000000113,0.652694582939148,0.06853250414133072,28.297630310058594
000000000114,nan,nan,21.073244094848633
000000000115,0.9211742877960205,0.09860635548830032,22.783227920532227
000000000116,0.7040616869926453,0.3165409564971924,13.540535926818848
000000000117,0.8795065879821777,0.09386410564184189,25.852500915527344
000000000118,0.9855028986930847,0.003788704052567482,22.98785400390625
000000000119,0.7532040476799011,0.22782738506793976,25.464614868164062
000000000120,0.963080644607544,0.027091363444924355,25.980356216430664
000000000121,nan,nan,27.29856300354004
000000000122,0.3525446355342865,0.8961025476455688,22.336938858032227
000000000123,0.984239935874939,0.011026686988770962,20.412919998168945
000000000124,0.7944879531860352,0.1276620775461197,29.050064086914062
000000000125,0.8102156519889832,0.07486794888973236,26.540678024291992
000000000126,nan,nan,17.97893714904785
000000000127,0.7489008903503418,0.17102313041687012,14.108755111694336
000000000128,nan,nan,29.86421012878418
000000000129,0.7812783122062683,0.1870778650045395,25.247133255004883
000000000130,0.73063725233078,0.3552898168563843,17.491329193115234
000000000131,0.7786879539489746,0.053053174167871475,27.544296264648438
000000000132,0.7991809844970703,0.05061972886323929,26.379165649414062
000000000133,0.7644469738006592,0.24740970134735107,25.429222106933594
000000000134,0.9169793128967285,0.0718114823102951,28.180408477783203
000000000135,0.8637062907218933,0.05947045609354973,22.723941802978516
000000000136,0.944267749786377,0.03602202236652374,20.042957305908203
000000000137,nan,nan,22.632461547851562
000000000138,0.7362222075462341,0.11308584362268448,24.930126190185547
000000000139,0.6005499362945557,0.22419467568397522,30.950742721557617
111000000000,0.7269183397293091,0.15436705946922302,23.719038009643555
111000000001,0.9118286967277527,0.10743577033281326,20.38741683959961
111000000002,0.7529977560043335,0.2537367641925812,23.63722801208496
111000000003,0.9194961786270142,0.0368521474301815,25.370471954345703
111000000004,0.5597497224807739,0.26520493626594543,15.629112243652344
111000000005,0.7912508845329285,0.06483200192451477,28.321563720703125
111000000006,0.8628219962120056,0.08404681831598282,23.232196807861328
